ProjectID,LibID,rating
fiji/Trainable_Segmentation,javax.servlet.jsp:javax.servlet.jsp-api,0
fiji/Trainable_Segmentation,org.eclipse.jetty:jetty-jndi,0
fiji/Trainable_Segmentation,commons-collections:commons-collections,0
fiji/Trainable_Segmentation,org.openrdf.sesame:sesame-rio-trig,0
fiji/Trainable_Segmentation,org.hibernate:hibernate-core,0
fiji/Trainable_Segmentation,org.openprovenance.prov:prov-n,0
fiji/Trainable_Segmentation,javax.measure:unit-api,0
fiji/Trainable_Segmentation,com.squareup.okhttp:okhttp,0
fiji/Trainable_Segmentation,systems.uom:systems-unicode-java8,0
fiji/Trainable_Segmentation,commons-logging:commons-logging,0
fiji/Trainable_Segmentation,commons-io:commons-io,0
fiji/Trainable_Segmentation,com.nostra13.universalimageloader:universal-image-loader,0
fiji/Trainable_Segmentation,org.pac4j:pac4j-mongo,0
fiji/Trainable_Segmentation,com.google.appengine:appengine-testing,0
fiji/Trainable_Segmentation,xerces:xercesImpl,0
fiji/Trainable_Segmentation,com.squareup.retrofit2:retrofit-mock,0
fiji/Trainable_Segmentation,org.springframework:spring-webmvc,0
fiji/Trainable_Segmentation,org.hibernate:hibernate-annotations,0
fiji/Trainable_Segmentation,commons-cli:commons-cli,0
fiji/Trainable_Segmentation,org.gitlab:java-gitlab-api,0
fiji/Trainable_Segmentation,org.eclipse.jetty:jetty-webapp,0
fiji/Trainable_Segmentation,tec.uom:uom-se,0
fiji/Trainable_Segmentation,com.jakewharton.timber:timber,0
fiji/Trainable_Segmentation,org.openprovenance.prov:prov-model,0
fiji/Trainable_Segmentation,com.asual.summer:summer-samples,0
fiji/Trainable_Segmentation,org.apache.maven:maven-core,0
fiji/Trainable_Segmentation,com.sun.xml.bind:jaxb-core,0
fiji/Trainable_Segmentation,org.springframework:spring-tx,0
fiji/Trainable_Segmentation,com.sun.xml.bind:jaxb-impl,0
fiji/Trainable_Segmentation,org.apache.cxf:cxf-testutils,0
fiji/Trainable_Segmentation,org.eclipse.jetty:jetty-server,0
fiji/Trainable_Segmentation,org.slf4j:slf4j-jdk14,0
fiji/Trainable_Segmentation,org.eclipse.jetty:jetty-util,0
fiji/Trainable_Segmentation,com.google.inject:guice,0
fiji/Trainable_Segmentation,org.apache.cxf:cxf-rt-frontend-jaxws,0
fiji/Trainable_Segmentation,com.asual.summer:summer-ajax,0
fiji/Trainable_Segmentation,com.beust:jcommander,0
fiji/Trainable_Segmentation,io.pcp.parfait:examples,0
fiji/Trainable_Segmentation,org.sonatype.oss:oss-parent,0
fiji/Trainable_Segmentation,javax.validation:validation-api,0
fiji/Trainable_Segmentation,org.pac4j:spring-security-pac4j,0
fiji/Trainable_Segmentation,commons-fileupload:commons-fileupload,0
fiji/Trainable_Segmentation,com.sun.faces:jsf-api,0
fiji/Trainable_Segmentation,io.dropwizard:dropwizard-metrics,0
fiji/Trainable_Segmentation,com.squareup.picasso:picasso,0
fiji/Trainable_Segmentation,com.github.bumptech.glide:glide,0
fiji/Trainable_Segmentation,org.pac4j:pac4j-cas,0
fiji/Trainable_Segmentation,org.assertj:assertj-core,0
fiji/Trainable_Segmentation,com.facebook.stetho:stetho,0
fiji/Trainable_Segmentation,commons-lang:commons-lang,0
fiji/Trainable_Segmentation,com.tectonica:jonix-codegen,0
fiji/Trainable_Segmentation,com.qualinsight.mavencentral:qualinsight-mavencentral-parent,0
fiji/Trainable_Segmentation,com.fasterxml.jackson.core:jackson-core,0
fiji/Trainable_Segmentation,org.datanucleus:datanucleus-jpa,0
fiji/Trainable_Segmentation,org.datanucleus:datanucleus-core,0
fiji/Trainable_Segmentation,org.hibernate.javax.persistence:hibernate-jpa-2.1-api,0
fiji/Trainable_Segmentation,org.pac4j:pac4j-oauth,0
fiji/Trainable_Segmentation,org.apache.cxf:cxf-rt-frontend-jaxrs,0
fiji/Trainable_Segmentation,org.springframework:spring-core,0
fiji/Trainable_Segmentation,org.pac4j:pac4j-oidc,0
fiji/Trainable_Segmentation,com.squareup.leakcanary:leakcanary-android-no-op,0
fiji/Trainable_Segmentation,org.apache.cxf:cxf-rt-ws-security,0
fiji/Trainable_Segmentation,com.tectonica:jonix-common,0
fiji/Trainable_Segmentation,io.pcp:parfait,0
fiji/Trainable_Segmentation,org.glassfish.web:jsp-impl,0
fiji/Trainable_Segmentation,org.slf4j:slf4j-api,0
fiji/Trainable_Segmentation,org.codehaus.jackson:jackson-xc,0
fiji/Trainable_Segmentation,org.apache.logging.log4j:log4j-slf4j-impl,0
fiji/Trainable_Segmentation,org.unitils:unitils-core,0
fiji/Trainable_Segmentation,org.jboss.resteasy:jaxrs-api,0
fiji/Trainable_Segmentation,org.sonarsource.sslr-squid-bridge:sslr-squid-bridge,0
fiji/Trainable_Segmentation,com.android.support.test:rules,0
fiji/Trainable_Segmentation,com.github.bumptech.glide:okhttp-integration,0
fiji/Trainable_Segmentation,org.sonarsource.java:java-checks-testkit,0
